first_name,last_name,dob,last_active,score,member_since,state,source,company_name
Samantha,Stevens,1988/05/29,2018/11/03,90,2009,WV,us softball league,Mcdonald Inc
Richard,Miles,1971/12/06,2018/11/12,44,2013,VT,us softball league,Williams-Stephenson
Anthony,Miller,1972/06/28,2018/05/29,92,2009,WV,us softball league,"Mullen, Huffman and Vasquez"
Regina,Nguyen,1971/04/03,2018/01/15,44,2001,NM,us softball league,"Smith, Torres and Matthews"
Wanda,Drake,1993/09/16,2018/04/14,47,2010,NM,us softball league,
Barbara,Pierce,1983/03/19,2018/11/30,77,1993,ND,us softball league,"Hopkins, Barnes and Ward"
Mary,Hayden,1993/03/15,2018/05/21,49,2012,DE,us softball league,Williams-Stephenson
Jane,Anderson,1984/09/15,2018/03/20,37,1994,WA,us softball league,Bruce Inc
Mr.,Cody Hendricks,1980/10/12,2018/10/23,60,1995,AL,us softball league,"Jackson, Carlson and Contreras"
Matthew,Reynolds,1988/03/18,2018/05/25,56,1983,VA,us softball league,Williams-Stephenson
Lucas,Bell,1982/04/24,2018/03/20,30,2005,IA,us softball league,Keller Group
Christopher,Holder,1993/10/08,2018/06/22,96,2015,ME,us softball league,Mcdonald Inc
Ronald,Copeland,1984/10/04,2018/11/19,44,1971,AL,us softball league,Mcdonald Inc
Tammy,Ho,1997/04/25,2018/07/30,49,1997,WA,us softball league,Rivera-Morrow
Brandon,Roth,1994/11/15,2018/07/30,97,1998,MS,us softball league,"Jackson, Carlson and Contreras"
Christina,James,1997/01/01,2018/07/02,97,1998,DE,us softball league,Scott and Sons
Gregory,Goodman,1969/07/11,2018/07/14,52,1997,NH,us softball league,Parker Group
Robert,Knight,1963/08/06,2018/11/11,64,1981,NV,us softball league,Peterson and Sons
Joel,Gomez,1977/08/09,2018/01/19,51,1980,FL,us softball league,Taylor-Alvarez
Emily,Sosa,1983/11/08,2018/05/06,40,1977,ID,us softball league,
Jerome,Powell,1981/01/10,2018/08/05,56,1983,NC,us softball league,"Martin, Mcknight and Clark"
Kevin,Taylor,1997/04/19,2018/11/16,91,1971,NY,us softball league,
Christopher,Duffy,1976/12/04,2018/05/21,40,1997,NH,us softball league,Scott and Sons
Savannah,Anderson,1992/05/12,2018/03/15,74,1995,NE,us softball league,"Jackson, Carlson and Contreras"
Jason,Cervantes,1986/09/28,2018/11/21,46,1985,OK,us softball league,Keller Group
Eric,Bradford,1993/12/06,2018/03/05,70,1999,NV,us softball league,Taylor-Alvarez
Timothy,Zimmerman,1996/04/11,2018/06/22,72,1975,SC,us softball league,Pearson Group
Steven,Kaiser,1995/02/23,2018/07/22,48,1982,AK,us softball league,"Jackson, Carlson and Contreras"
Lawrence,Carter,1978/04/21,2018/05/20,50,2004,OR,us softball league,Pearson Group
Roberto,Anderson,1966/12/05,2018/04/26,71,1979,DE,us softball league,Rivera-Morrow
Whitney,Woodard,1962/10/26,2018/02/16,88,1977,MO,us softball league,"Kelley, Gilbert and Jackson"
Steven,Cox,1990/07/11,2018/08/30,92,2001,VA,us softball league,Hunter Ltd
Ryan,Brooks,1992/01/16,2018/03/14,34,1988,DE,us softball league,Pearson Group
Caitlyn,Kennedy,1987/10/14,2018/11/01,77,1971,MD,us softball league,Parker Group
Kevin,Luna,1980/03/06,2018/09/05,88,1987,SC,us softball league,"Alvarez, Schaefer and Robertson"
Brian,Kelley,1963/05/29,2018/04/21,76,1970,AZ,us softball league,Rivera Ltd
Peter,Carter,1971/04/02,2018/03/29,49,2010,UT,us softball league,"Brown, Vasquez and Sanchez"
Kevin,Wallace,1987/01/01,2018/02/18,30,2013,AZ,us softball league,Williams-Stephenson
Maria,Brown,1978/04/16,2018/06/25,42,1973,AZ,us softball league,Keller Group
Heather,Young,1975/03/24,2018/09/08,36,1988,TX,us softball league,Hunter Ltd
Jeremy,Lyons,1989/12/09,2018/11/14,56,2000,MO,us softball league,Williams-Stephenson
Jacob,Dunn,1980/03/01,2018/02/27,97,1999,IN,us softball league,"Mullen, Huffman and Vasquez"
Marisa,Moore,1993/02/22,2018/09/03,99,1971,VA,us softball league,Peterson and Sons
Carrie,Chandler,1968/04/09,2018/12/23,44,1970,IN,us softball league,Pearson Group
Johnny,Dyer,1987/02/17,2018/12/30,54,1985,LA,us softball league,
Jason,Hoffman,1967/06/01,2018/11/05,36,1980,MA,us softball league,Keller Group
Jesus,Robinson,1971/06/25,2018/04/11,48,2007,ME,us softball league,"Brown, Vasquez and Sanchez"
Benjamin,Garcia,1967/06/24,2018/10/04,63,1993,RI,us softball league,"Martin, Mcknight and Clark"
Christopher,Lin,1968/12/17,2018/04/18,37,2000,MO,us softball league,"Jackson, Carlson and Contreras"
Victoria,Michael,1992/09/30,2018/12/05,67,2018,ME,us softball league,"Brown, Vasquez and Sanchez"
Brianna,Johnson,1980/10/12,2018/05/30,39,1985,NM,us softball league,Mcdonald Inc
Anna,Williams,1973/09/26,2018/07/04,31,1994,GA,us softball league,"Mullen, Huffman and Vasquez"
Dustin,Campos,1991/07/26,2018/12/06,95,2007,AZ,us softball league,Williams-Stephenson
Scott,Calhoun,1991/01/05,2018/09/26,68,1972,OK,us softball league,Parker Group
Jerry,Stephenson,1969/11/26,2018/04/28,42,1977,KS,us softball league,Pearson Group
Carolyn,Douglas,1980/04/20,2018/01/19,87,1980,MA,us softball league,Bruce Inc
Jessica,James,1968/08/03,2018/03/23,93,1973,MS,us softball league,"Smith, Torres and Matthews"
Rebecca,Gonzalez,1959/04/28,2018/02/06,32,2017,PA,us softball league,Hunter Ltd
Alexandra,Johnson,1987/05/21,2018/10/11,57,2011,UT,us softball league,Williams-Stephenson
Kristina,Edwards,1964/12/18,2018/07/10,33,2014,WY,us softball league,"Martin, Mcknight and Clark"
Adam,Lamb,1966/03/05,2018/09/18,38,1972,DE,us softball league,"Brown, Vasquez and Sanchez"
Tammy,Reese,1961/01/31,2018/05/03,77,2007,MD,us softball league,"Hopkins, Barnes and Ward"
Johnathan,Riley,1987/10/10,2018/02/24,72,1978,WA,us softball league,"Alvarez, Schaefer and Robertson"
Jesus,Watson,1988/11/05,2018/06/06,52,1985,AZ,us softball league,"Kelley, Gilbert and Jackson"
Christine,Johnson,1997/03/09,2018/12/14,41,2006,KY,us softball league,"Jackson, Carlson and Contreras"
Philip,Ramos,1963/12/14,2018/02/19,76,2002,PA,us softball league,Rivera-Morrow
Nancy,King,1995/01/12,2018/01/26,61,1976,KS,us softball league,Mcdonald Inc
Betty,Ball,1993/01/15,2018/08/28,94,2012,OH,us softball league,Rivera-Morrow
Elizabeth,Adams,1996/05/28,2018/10/12,87,2012,NY,us softball league,Pearson Group
Barbara,Flores,1985/03/10,2018/03/08,56,1982,NJ,us softball league,"Smith, Torres and Matthews"
Drew,Cabrera,1976/09/22,2018/05/08,82,2017,MS,us softball league,"Hopkins, Barnes and Ward"
David,Carlson,1995/05/15,2018/10/25,72,1972,MN,us softball league,"Martin, Mcknight and Clark"
Tracy,Potter,1972/04/13,2018/12/15,57,1991,ND,us softball league,
Pamela,Rose,1959/08/03,2018/08/28,67,1983,IL,us softball league,Rivera-Morrow
Nicholas,Phelps,1977/02/06,2018/06/16,40,1993,TN,us softball league,Keller Group
Erica,Hines,1976/09/22,2018/10/06,39,2011,AR,us softball league,Pearson Group
Jamie,Flores,1962/03/16,2018/12/16,50,1977,FL,us softball league,Mcdonald Inc
Ashley,Zavala,1978/07/14,2018/02/23,62,1985,OK,us softball league,"Smith, Torres and Matthews"
Derek,Douglas,1978/06/13,2018/05/21,30,2002,NH,us softball league,
Daniel,Donovan MD,1962/07/26,2018/10/13,58,2013,WA,us softball league,Keller Group
Crystal,Burns,1976/09/01,2018/10/19,68,1979,IL,us softball league,"Kelley, Gilbert and Jackson"
Kenneth,Williams,1984/12/23,2018/08/26,34,1977,WV,us softball league,Keller Group
Charles,Armstrong,1987/07/10,2018/04/28,35,2018,NM,us softball league,Peterson and Sons
Willie,Fields,1984/10/13,2018/05/07,85,2002,MI,us softball league,Peterson and Sons
Zachary,Bryant,1987/10/24,2018/04/03,36,2015,LA,us softball league,"Hopkins, Barnes and Ward"
Troy,Noble,1990/10/10,2018/12/13,65,1978,AR,us softball league,Keller Group
Karen,Johnson,1965/04/01,2018/09/10,82,2006,CO,us softball league,Taylor-Alvarez
Victoria,Villa,1990/06/18,2018/03/12,37,1985,ND,us softball league,"Brown, Vasquez and Sanchez"
Timothy,Jones,1998/05/09,2018/06/22,99,1978,LA,us softball league,Mcdonald Inc
Laurie,Hoffman,1979/06/29,2018/04/29,75,1996,VA,us softball league,Bruce Inc
Tamara,Williams,1960/03/18,2018/10/30,49,1972,RI,us softball league,
Donald,Summers,1979/07/08,2018/12/11,90,2016,AR,us softball league,"Mullen, Huffman and Vasquez"
Jocelyn,Walker,1968/09/24,2018/04/25,44,2012,HI,us softball league,Williams-Stephenson
Sarah,Stewart,1970/12/03,2018/06/22,70,1993,WY,us softball league,Hunter Ltd
Robert,Harris,1990/03/02,2018/07/08,32,2004,OH,us softball league,Peterson and Sons
Dr.,Joy Nixon,1983/01/08,2018/08/02,84,1979,NH,us softball league,"Martin, Mcknight and Clark"
Patrick,Harris,1997/10/01,2018/01/09,85,1976,OK,us softball league,"Alvarez, Schaefer and Robertson"
Stephen,Mcdonald MD,1986/11/13,2018/05/30,59,2003,DE,us softball league,Peterson and Sons
Mr.,Kenneth Cook,1983/05/06,2018/02/13,95,2009,DE,us softball league,"Jackson, Carlson and Contreras"
Ms.,Tammy Dunlap DDS,1977/06/28,2018/10/25,62,1987,WY,us softball league,
Christopher,Maldonado,1979/01/19,2018/05/07,96,1980,IN,us softball league,"Martin, Mcknight and Clark"
Kevin,Burke,1962/05/05,2018/02/28,73,1973,MO,us softball league,"Kelley, Gilbert and Jackson"
Laura,Lee,1988/05/09,2018/02/12,64,1975,MN,us softball league,"Jackson, Carlson and Contreras"
Connor,Mathis,1963/12/24,2018/10/06,31,1976,NM,us softball league,"Mullen, Huffman and Vasquez"
Lisa,Sullivan MD,1985/02/28,2018/07/01,97,1979,AK,us softball league,Rivera Ltd
Misty,Larsen,1978/03/22,2018/05/22,84,2003,MO,us softball league,Williams-Stephenson
Debra,Roberts,1989/12/27,2018/09/30,38,1992,OK,us softball league,Williams-Stephenson
Alexander,Mendoza,1976/10/26,2018/07/29,63,1970,NC,us softball league,"Brown, Vasquez and Sanchez"
Randall,Martin,1987/11/30,2018/05/27,77,2011,TX,us softball league,Bruce Inc
Lauren,Crawford,1967/08/02,2018/09/17,68,1973,SD,us softball league,"Kelley, Gilbert and Jackson"
Becky,Robinson,1991/12/26,2018/09/05,93,1980,CA,us softball league,Pearson Group
Ashley,Howell MD,1980/01/16,2018/02/12,66,1984,ND,us softball league,Rivera Ltd
Erika,Berry,1967/05/10,2018/09/24,72,2011,ME,us softball league,Parker Group
Joshua,Rollins,1984/01/13,2018/12/11,96,1975,NV,us softball league,"Mullen, Huffman and Vasquez"
Samantha,Marks,1972/06/03,2018/05/22,44,2010,NC,us softball league,Taylor-Alvarez
Justin,Reeves,1971/02/12,2018/10/30,58,1982,NE,us softball league,Rivera-Morrow
Kristi,Harper,1963/10/28,2018/04/03,89,1976,SC,us softball league,Pearson Group
Joseph,Harrison,1976/06/17,2018/12/02,36,1978,NE,us softball league,"Mullen, Huffman and Vasquez"
Michelle,Lee,1966/07/12,2018/07/28,84,1973,TX,us softball league,Taylor-Alvarez
Elizabeth,Page,1992/03/04,2019/01/05,85,1976,LA,us softball league,"Mullen, Huffman and Vasquez"
Alyssa,Stevens,1971/03/15,2018/10/19,73,1994,AL,us softball league,"Kelley, Gilbert and Jackson"
Kyle,Russo,1979/02/05,2018/02/24,44,2007,MO,us softball league,Rivera Ltd
Gina,Sanchez,1960/02/17,2018/06/18,68,1971,NM,us softball league,"Brown, Vasquez and Sanchez"
Debra,Chen,1959/09/16,2018/03/20,80,1976,VT,us softball league,"Martin, Mcknight and Clark"
Pamela,Love,1998/12/02,2019/01/01,93,2004,ID,us softball league,"Kelley, Gilbert and Jackson"
Kimberly,Hendrix,1978/10/29,2018/05/02,76,2010,SC,us softball league,Bruce Inc
Janet,Duffy,1961/02/07,2018/08/28,89,2016,NH,us softball league,Peterson and Sons
Christine,Reynolds,1973/04/30,2018/04/15,70,1992,TN,us softball league,"Jackson, Carlson and Contreras"
Shane,Ryan,1988/08/01,2018/12/31,91,1987,CT,us softball league,"Martin, Mcknight and Clark"
Nicholas,Lyons,1983/10/29,2018/06/23,81,1999,HI,us softball league,"Smith, Torres and Matthews"
Amy,Nelson,1970/09/19,2018/07/12,34,1990,DE,us softball league,
Melissa,Robbins,1991/11/30,2018/02/27,57,1970,AK,us softball league,"Kelley, Gilbert and Jackson"
Jennifer,Cardenas,1964/04/19,2018/07/12,61,2000,KY,us softball league,Keller Group
Rebecca,Blair,1985/10/10,2018/03/09,60,1988,NJ,us softball league,Bruce Inc
Christina,Molina,1959/12/09,2018/10/08,40,1999,CT,us softball league,"Kelley, Gilbert and Jackson"
Mary,Patrick,1968/03/16,2018/03/23,51,1994,NM,us softball league,"Jackson, Carlson and Contreras"
Tonya,Thomas,1989/12/18,2018/03/03,68,1995,NY,us softball league,"Kelley, Gilbert and Jackson"
Patricia,Glenn,1988/12/15,2018/05/08,33,2001,RI,us softball league,Rivera Ltd
Hannah,Brown,1978/10/19,2018/04/09,91,2018,RI,us softball league,
Amy,Christensen,1968/03/11,2018/04/17,67,1985,NE,us softball league,Keller Group
Colleen,Casey,1970/11/13,2018/10/21,42,2008,WY,us softball league,Keller Group
Gregory,Brooks,1974/06/22,2018/12/24,78,2011,MO,us softball league,Rivera Ltd
Shannon,Sanders,1964/08/14,2018/10/21,58,2008,HI,us softball league,"Kelley, Gilbert and Jackson"
Robert,Stanley,1986/11/23,2018/05/24,74,2004,IA,us softball league,"Smith, Torres and Matthews"
Rebecca,Pratt,1987/03/02,2018/12/17,95,2005,DE,us softball league,Williams-Stephenson
Kelly,Rodriguez,1973/09/07,2018/07/05,49,1971,WY,us softball league,"Alvarez, Schaefer and Robertson"
Tony,Hayes,1970/07/13,2018/04/29,73,1981,WI,us softball league,Parker Group
Christina,Johnston,1979/12/05,2018/05/15,45,1996,MD,us softball league,Scott and Sons
Jessica,Giles,1967/08/02,2018/12/20,82,1992,VT,us softball league,Pearson Group
Derek,Patrick,1990/10/26,2018/02/14,63,1992,MD,us softball league,Bruce Inc
Theresa,Le,1991/04/29,2018/05/01,39,1990,ME,us softball league,"Martin, Mcknight and Clark"
Erin,Ferrell,1967/09/20,2018/07/14,89,2007,AZ,us softball league,Rivera-Morrow
Timothy,Johnson,1980/01/18,2018/06/16,96,1995,MT,us softball league,Parker Group
Traci,Johnson,1964/07/27,2018/12/20,58,2013,MO,us softball league,Parker Group
Erik,Peterson,1992/11/10,2018/11/12,40,1985,MN,us softball league,Pearson Group
Mark,Cain,1978/04/09,2018/03/31,78,2001,WV,us softball league,Rivera-Morrow
David,Bell,1965/11/28,2018/10/09,35,1987,SD,us softball league,Scott and Sons
Nicholas,Hanna,1984/07/09,2018/09/22,72,2004,RI,us softball league,Scott and Sons
Sarah,Franklin,1964/05/04,2018/01/16,66,1998,ND,us softball league,"Alvarez, Schaefer and Robertson"
Melissa,Smith,1985/09/17,2018/05/19,85,2001,MN,us softball league,"Kelley, Gilbert and Jackson"
Bill,Hernandez DDS,1993/12/30,2018/02/20,60,1996,AL,us softball league,Rivera-Morrow
Luis,Fields,1995/11/16,2018/08/18,35,1990,CA,us softball league,Hunter Ltd
Crystal,Lowe,1978/12/22,2018/05/19,88,1988,WV,us softball league,Taylor-Alvarez
Adam,Young,1970/10/03,2018/02/15,93,1997,VA,us softball league,"Kelley, Gilbert and Jackson"
Terry,Warren,1984/01/02,2018/09/17,37,1997,KS,us softball league,Taylor-Alvarez
Sarah,Tucker,1978/06/25,2018/05/23,82,1983,AK,us softball league,
John,Grimes,1967/01/30,2018/08/29,46,1999,UT,us softball league,Pearson Group
Emily,Marshall,1975/08/07,2018/07/07,95,1972,VA,us softball league,"Alvarez, Schaefer and Robertson"
David,Anderson,1983/09/04,2018/09/14,56,1999,HI,us softball league,Peterson and Sons
Maria,Henderson,1962/11/25,2018/08/22,99,1984,SD,us softball league,Mcdonald Inc
Brett,Salazar,1972/03/05,2018/06/21,44,1988,GA,us softball league,Peterson and Sons
Michael,Thomas,1968/12/08,2018/01/13,51,2005,ID,us softball league,Peterson and Sons
Patrick,Hunt,1960/12/29,2018/09/16,49,2008,HI,us softball league,"Kelley, Gilbert and Jackson"
Francisco,Miller,1960/12/14,2018/10/06,64,2012,CT,us softball league,Hunter Ltd
Abigail,Crawford,1960/09/08,2018/10/11,88,1993,WV,us softball league,Scott and Sons
Robert,White,1993/05/06,2018/12/07,78,1997,CA,us softball league,Rivera Ltd
Isaac,Contreras,1985/06/18,2019/01/07,59,2014,HI,us softball league,Mcdonald Inc
Maria,Matthews,1974/05/14,2018/02/01,65,1978,WY,us softball league,"Brown, Vasquez and Sanchez"
Jason,Ramos DDS,1981/09/26,2018/02/24,87,2001,WI,us softball league,Taylor-Alvarez
Courtney,Fitzgerald,1994/11/19,2018/01/21,61,1982,FL,us softball league,Williams-Stephenson
Bonnie,Ortiz,1975/08/28,2018/01/29,77,2018,ND,us softball league,Williams-Stephenson
Randy,Fuller,1971/07/17,2018/10/20,82,1971,AK,us softball league,Taylor-Alvarez
Miguel,West,1989/12/02,2018/04/01,59,2012,NM,us softball league,Taylor-Alvarez
Kim,Perez,1976/01/06,2018/03/25,64,2015,WV,us softball league,"Mullen, Huffman and Vasquez"
Kevin,Morris,1993/11/02,2018/05/14,89,1987,AZ,us softball league,"Mullen, Huffman and Vasquez"
Stephanie,Hall,1985/04/26,2018/01/15,79,2003,AK,us softball league,Parker Group
Karina,Berg,1969/06/12,2018/01/12,45,2011,MS,us softball league,Scott and Sons
April,Hopkins,1982/12/26,2018/06/23,84,2003,TX,us softball league,Pearson Group
Kara,Harper,1964/02/29,2018/07/14,56,1973,IA,us softball league,"Hopkins, Barnes and Ward"
Edward,Wells,1967/10/25,2018/05/05,62,1974,OR,us softball league,Rivera-Morrow
Kimberly,Figueroa,1965/02/04,2018/07/07,99,1976,CA,us softball league,Williams-Stephenson
Brenda,Blackburn,1968/10/20,2018/08/24,65,2005,DE,us softball league,"Mullen, Huffman and Vasquez"
Timothy,Cook,1984/11/11,2018/12/29,45,2004,MO,us softball league,"Martin, Mcknight and Clark"
Jonathon,Parker,1992/05/13,2018/08/26,82,2003,TX,us softball league,"Brown, Vasquez and Sanchez"
Debbie,Mccormick,1974/11/21,2018/04/10,77,2005,NV,us softball league,"Mullen, Huffman and Vasquez"
Ashlee,Ballard,1993/04/01,2018/11/22,58,2011,WI,us softball league,Rivera-Morrow
Lisa,Cox,1960/03/03,2018/09/10,54,1974,SC,us softball league,"Jackson, Carlson and Contreras"
Mr.,Michael Burnett,1977/08/03,2018/05/18,41,1993,LA,us softball league,"Jackson, Carlson and Contreras"
Johnny,Hansen,1998/12/03,2018/11/24,66,1994,FL,us softball league,Taylor-Alvarez
Kristen,Wilson,1980/02/15,2018/04/14,79,1991,WI,us softball league,"Kelley, Gilbert and Jackson"
Carol,Simmons,1973/06/24,2018/04/01,72,1984,AR,us softball league,Keller Group
John,Bates,1987/02/25,2018/04/05,42,2011,AK,us softball league,Taylor-Alvarez
Benjamin,Hines,1994/03/22,2018/06/16,98,1974,MS,us softball league,Parker Group
Christine,Gonzalez,1979/07/09,2018/06/09,34,2016,KS,us softball league,"Brown, Vasquez and Sanchez"
Ashley,Stevens,1965/02/20,2018/09/27,85,1978,IN,us softball league,Parker Group
Vanessa,Davenport,1977/07/12,2018/11/06,78,2001,MA,us softball league,Mcdonald Inc
Troy,Carson,1963/06/03,2018/06/30,82,2004,NY,us softball league,"Alvarez, Schaefer and Robertson"
David,Snyder,1974/09/09,2018/04/14,86,2007,AR,us softball league,Hunter Ltd
Eduardo,Henderson,1991/04/25,2018/04/05,99,1994,VT,us softball league,Peterson and Sons
Christine,Oliver,1990/10/11,2018/03/09,53,2002,WY,us softball league,"Smith, Torres and Matthews"
Jordan,Ramirez,1997/01/04,2018/04/16,73,2018,DE,us softball league,"Smith, Torres and Matthews"
Richard,Simpson,1961/08/20,2018/07/15,61,1972,WV,us softball league,"Mullen, Huffman and Vasquez"
Craig,Lucas,1960/06/29,2018/10/02,81,2005,AK,us softball league,Peterson and Sons
Tanya,Hancock,1993/09/06,2018/11/19,59,2018,NM,us softball league,"Martin, Mcknight and Clark"
Randy,Griffin,1961/11/27,2018/09/26,87,1996,NH,us softball league,Pearson Group
Lisa,Dyer,1960/06/07,2018/06/06,84,1979,GA,us softball league,Taylor-Alvarez
Mr.,Douglas Hooper,1962/11/02,2018/08/07,33,2010,PA,us softball league,"Hopkins, Barnes and Ward"
George,Moss,1984/10/05,2018/09/08,38,1983,AK,us softball league,Keller Group
Shirley,Jones,1973/07/23,2018/02/09,90,2010,AK,us softball league,"Smith, Torres and Matthews"
Perry,Lucas,1980/05/30,2018/03/10,64,2003,MT,us softball league,Pearson Group
Deborah,Larson,1959/07/04,2018/12/29,68,1997,TN,us softball league,"Brown, Vasquez and Sanchez"
Jenna,Franklin,1997/10/01,2018/02/12,44,2010,IN,us softball league,"Kelley, Gilbert and Jackson"
Timothy,Wallace,1984/11/16,2018/02/05,40,1983,MO,us softball league,"Alvarez, Schaefer and Robertson"
Makayla,Thomas,1971/01/23,2018/04/04,87,1986,NM,us softball league,Taylor-Alvarez
Michelle,Harrell,1966/08/09,2018/08/18,88,1972,SD,us softball league,"Jackson, Carlson and Contreras"
Tabitha,Church,1964/12/21,2018/06/05,36,2008,SD,us softball league,"Hopkins, Barnes and Ward"
Anthony,Avila,1961/07/24,2018/05/11,39,1971,CO,us softball league,"Mullen, Huffman and Vasquez"
Lisa,Brown,1968/01/24,2018/04/24,76,2010,AZ,us softball league,Hunter Ltd
Anne,Turner,1968/07/07,2018/12/09,36,2004,PA,us softball league,
Candice,Davis,1965/06/04,2018/09/09,56,1989,MT,us softball league,Peterson and Sons
Michael,Martin,1962/09/27,2018/05/15,38,1978,CT,us softball league,"Mullen, Huffman and Vasquez"
Brandon,Walker,1960/06/07,2018/05/03,51,1975,ID,us softball league,"Alvarez, Schaefer and Robertson"
